파일이름	Subtitle	Machine Translation	Time	분	초
김씨네편의점_season01_07.xlsx	-Janet, don't be racist. -What?	-자넷, 인종차별하지 마. -뭐?	0:19	0	19
김씨네편의점_season01_07.xlsx	-You see guy in back? -Yeah.	-뒤에 있는 남자 봤어? -응.	0:21	0	21
김씨네편의점_season01_07.xlsx	What you think? Steal or no steal?	어떻게 생각해? 훔쳐야 하나, 말아야 하나?	0:24	0	24
김씨네편의점_season01_07.xlsx	-You saw him take something? -No.	-그가 무언가를 훔치는 걸 봤어? -아니.	0:26	0	26
김씨네편의점_season01_07.xlsx	Because, he does no steal.	그는 훔치지 않아.	0:29	0	29
김씨네편의점_season01_07.xlsx	He does no steal because he's a black guy, brown shoes.	그는 흑인이고 갈색 신발을 신고 있어서 훔치지 않아.	0:31	0	31
김씨네편의점_season01_07.xlsx	He's not gonna steal 'cause he's a black guy with brown shoes on?	그가 흑인이고 갈색 신발을 신고 있어서 훔치지 않을 거야?	0:35	0	35
김씨네편의점_season01_07.xlsx	Black guy, brown shoes, that's a no steal.	흑인, 갈색 신발, 훔치지 않아.	0:38	0	38
김씨네편의점_season01_07.xlsx	That's a cancel out combo.	취소 조합이야.	0:40	0	40
김씨네편의점_season01_07.xlsx	Cancel out combo. Got it.	취소 조합. 알았어.	0:42	0	42
김씨네편의점_season01_07.xlsx	One day you take over store, you have to know,	어느 날 가게를 인수하게 되면 알아야 해,	0:44	0	44
김씨네편의점_season01_07.xlsx	steal or no steal.	훔쳐야 하나, 말아야 하나.	0:46	0	46
김씨네편의점_season01_07.xlsx	I'm not taking over the store. Ever.	나는 가게를 인수할 생각 없어. 절대.	0:47	0	47
김씨네편의점_season01_07.xlsx	White guy, white shoes, that's a steal.	백인, 흰색 신발, 훔쳐.	0:49	0	49
김씨네편의점_season01_07.xlsx	Brown woman, blue jacket, that's a no steal.	갈색 여성, 파란색 재킷, 훔치지 않아.	0:52	0	52
김씨네편의점_season01_07.xlsx	But lesbian, that's girl who is the gay,	하지만 레즈비언은 동성애자인 여자,	0:56	0	56
김씨네편의점_season01_07.xlsx	if she whistling... (WHISTLES) She's a steal.	만약 휘파람을 불면... (휘파람) 완전 득템이야.	0:59	0	59
김씨네편의점_season01_07.xlsx	But two lesbian, surprise, no steal.	하지만 두 명의 레즈비언, 놀랍게도 득템 아니야.	1:03	1	03
김씨네편의점_season01_07.xlsx	Even if whistling. Cancel out combo.	휘파람을 불어도. 조합은 취소.	1:07	1	07
김씨네편의점_season01_07.xlsx	What about a fat Asian gay man with long straight hair,	장발의 뚱뚱한 아시아 게이 남자와	1:10	1	10
김씨네편의점_season01_07.xlsx	and a black lesbian with a ponytail and cowboy boots.	포니테일과 카우보이 부츠를 한 흑인 레즈비언은	1:12	1	12
김씨네편의점_season01_07.xlsx	Together. Steal or no steal?	함께. 훔치든 안 훔치든?	1:14	1	14
김씨네편의점_season01_07.xlsx	-That's impossible. -What's impossible?	-상상도 할 수 없어. -뭐가 불가능해?	1:17	1	17
김씨네편의점_season01_07.xlsx	-The fat, Asian, gay? -Appa, there are Asians who're gay, you know.	-뚱뚱하고 아시아이고 게이인 조합? -아빠, 게이인 아시아인도 있다는 거 알잖아.	1:19	1	19
김씨네편의점_season01_07.xlsx	I know. But Asian gay is never fat.	알아. 하지만 아시아 게이는 절대 뚱뚱하지 않아.	1:22	1	22
김씨네편의점_season01_07.xlsx	Only skinny Asian is the gay. That's rule.	날씬한 아시아인이야말로 게이인 거지. 그게 규칙이야.	1:24	1	24
김씨네편의점_season01_07.xlsx	That's how they doing like that. Yeah.	그렇게 하는 거야. 그래.	1:27	1	27
김씨네편의점_season01_07.xlsx	For how long? Okay. Yeah. I find out if he's there.	얼마나 더? 좋아. 응. 그가 거기에 있는지 알아볼게.	1:51	1	51
김씨네편의점_season01_07.xlsx	Uh-huh, uh-huh. Perfect.	음, 음, 완벽해.	1:55	1	55
김씨네편의점_season01_07.xlsx	No, no, tell her nothing.	아니, 아니, 그녀에게 아무것도 말하지 마.	1:59	1	59
김씨네편의점_season01_07.xlsx	It'll be surprise.	깜짝 놀라게 할 거야.	2:01	2	01
김씨네편의점_season01_07.xlsx	Okay, I will. You too. Bye-bye.	알았어, 내가 할게. 너도. 안녕.	2:04	2	04
김씨네편의점_season01_07.xlsx	-Who it? -Oh, Mrs. Lee.	-누구야? -어, 이 씨.	2:09	2	09
김씨네편의점_season01_07.xlsx	Her daughter Grace is in town.	그녀의 딸 그레이스가 왔어.	2:12	2	12
김씨네편의점_season01_07.xlsx	I'm helping planning visit.	방문 계획을 돕고 있어요.	2:14	2	14
김씨네편의점_season01_07.xlsx	So why you look like a cat with mouse in you mouth?	왜 입에 생쥐를 넣은 고양이처럼 굴어?	2:17	2	17
김씨네편의점_season01_07.xlsx	-Mouse in my mouth? -You know what I'm talking.	-입에 생쥐라고? -알잖아 내가 무슨 말 하는지.	2:21	2	21
김씨네편의점_season01_07.xlsx	Who you surprise?	누굴 놀라게 할 거야?	2:23	2	23
김씨네편의점_season01_07.xlsx	Who say anything about surprise?	누가 깜짝 놀랄 거라고 했어?	2:24	2	24
김씨네편의점_season01_07.xlsx	"It'll be surprise. Okay, I will. Bye-bye."	"놀랄 거예요. 알았어, 할게. 안녕."	2:28	2	28
김씨네편의점_season01_07.xlsx	You shouldn't listen to private conversation.	사적인 대화를 들어선 안 돼.	2:32	2	32
김씨네편의점_season01_07.xlsx	You shouldn't have a private conversation	사적인 대화를	2:35	2	35
김씨네편의점_season01_07.xlsx	in front of people with good hearing.	잘 듣는 사람 앞에서 하면 안 돼.	2:37	2	37
김씨네편의점_season01_07.xlsx	-He's in mood. -I not in mood.	-기분이 안 좋아. -나도 안 좋아.	2:40	2	40
김씨네편의점_season01_07.xlsx	-Janet. Gerald. -Hi Appa. Bye Appa.	-제인. 제럴드. -안녕, 아빠. 안녕, 아빠.	2:42	2	42
김씨네편의점_season01_07.xlsx	Stop!	멈춰!	2:44	2	44
김씨네편의점_season01_07.xlsx	-Where you go? -Oh, our school's having this...	-어디 가? -어, 우리 학교에서 이걸 하는데...	2:47	2	47
김씨네편의점_season01_07.xlsx	We're going nowhere. Let's go.	우리는 아무 데도 안 가. 가자.	2:49	2	49
김씨네편의점_season01_07.xlsx	You in big hurry to go nowhere.	어디도 안 가려고 엄청 서두르는구나.	2:50	2	50
김씨네편의점_season01_07.xlsx	-Gerald, you say to me. -Don't.	-제럴드, 네가 나한테 말했지. -하지 마.	2:52	2	52
김씨네편의점_season01_07.xlsx	-Gerald. -Uh...	-제럴드. -음...	2:55	2	55
김씨네편의점_season01_07.xlsx	If it were up to just me,	만약 나 혼자라면,	2:57	2	57
김씨네편의점_season01_07.xlsx	-I would tell you, but for Janet... -Tell.	-널 말해주겠지만, 제인을 위해서... -말해.	2:58	2	58
김씨네편의점_season01_07.xlsx	-Don't tell. -Talk.	-말하지 마. -이야기해.	3:00	3	00
김씨네편의점_season01_07.xlsx	-Don't talk. -Gerald.	-이야기하지 마. -제럴드.	3:01	3	01
김씨네편의점_season01_07.xlsx	Uh, can we... Can we just go?	어, 우리... 그냥 갈 수 있을까?	3:03	3	03
김씨네편의점_season01_07.xlsx	-Don't go. -You don't go.	-가지 마. -너는 가지 않아.	3:05	3	05
김씨네편의점_season01_07.xlsx	Thanks.	고마워.	3:06	3	06
김씨네편의점_season01_07.xlsx	Hey, Jung.	안녕, 정.	3:14	3	14
김씨네편의점_season01_07.xlsx	When you get a chance can you please pull these contracts for me?	기회가 되면 이 계약서 좀 뽑아줄 수 있어?	3:16	3	16
김씨네편의점_season01_07.xlsx	Yeah, sure.	응, 물론이지.	3:18	3	18
김씨네편의점_season01_07.xlsx	So, how's it going? Anything new with you?	그래서, 어떻게 지내? 새로운 소식 있어?	3:22	3	22
김씨네편의점_season01_07.xlsx	No, not really.	아니, 별로.	3:25	3	25
김씨네편의점_season01_07.xlsx	-Did you get a haircut? -Nope.	-머리 자른 거야? -아니.	3:28	3	28
김씨네편의점_season01_07.xlsx	-Same old me. -Same old me too.	-예전과 같은 나야. -나도 예전과 같아.	3:32	3	32
김씨네편의점_season01_07.xlsx	I mean, not really. But kind of.	내 말은, 별로 그렇진 않은데, 그런 것 같기도 해.	3:35	3	35
김씨네편의점_season01_07.xlsx	Oh, and I just forwarded you a request from Ted	아, 그리고 내가 테드한테서 온 요청을 너에게 전달했어	3:40	3	40
김씨네편의점_season01_07.xlsx	about the SureTech account.	슈어테크 계좌에 대해.	3:43	3	43
김씨네편의점_season01_07.xlsx	Grace?	그레이스?	3:44	3	44
김씨네편의점_season01_07.xlsx	Jung?	정?	3:46	3	46
김씨네편의점_season01_07.xlsx	-JUNG: Hey. -Hi.	-정: 안녕. -안녕.	3:49	3	49
김씨네편의점_season01_07.xlsx	How'd you know I work here?	어떻게 내가 여기서 일하는 걸 알았어?	3:52	3	52
김씨네편의점_season01_07.xlsx	-You work here? -Isn't that why you're here?	-너 여기서 일해? -그게 너가 여기 온 이유 아니야?	3:54	3	54
김씨네편의점_season01_07.xlsx	-In Toronto? -No, I mean	-토론토에서? -아니, 내가	3:56	3	56
김씨네편의점_season01_07.xlsx	why are you here, here, at the car rental?	왜 여기, 여기 렌터카에 있는 거야?	3:57	3	57
김씨네편의점_season01_07.xlsx	To rent a car.	차를 빌리려고.	4:00	4	00
김씨네편의점_season01_07.xlsx	Right, yeah, sorry. I'm just surprised to see you.	아, 네, 미안. 네가 여기 있는 게 놀랍네.	4:03	4	03
김씨네편의점_season01_07.xlsx	-I thought you lived in Vancouver. -I do.	-밴쿠버에 산다고 생각했어. -그래.	4:06	4	06
김씨네편의점_season01_07.xlsx	That's why I need to rent a car here.	그래서 내가 여기서 차를 빌려야 해.	4:08	4	08
김씨네편의점_season01_07.xlsx	And my umma told me that...	그리고 내 엄마가 나한테 말했어, 그게...	4:09	4	09
김씨네편의점_season01_07.xlsx	That my umma told her that this was the place to come.	엄마가 그곳이 차를 빌리러 올 곳이라고 말했대.	4:11	4	11
김씨네편의점_season01_07.xlsx	-Yeah. -Yep.	-그래. -응.	4:14	4	14
김씨네편의점_season01_07.xlsx	Terence. This is Terence.	테런스. 테런스야.	4:17	4	17
김씨네편의점_season01_07.xlsx	I feel like maybe he should help you out.	어쩌면 그가 너를 도와줄 수도 있을 것 같아.	4:19	4	19
김씨네편의점_season01_07.xlsx	Probably for the best.	아마 최선일 거야.	4:22	4	22
김씨네편의점_season01_07.xlsx	Terence, this is Grace Lee. She'd like to rent a car.	테런스, 이건 그레이스 리야. 차를 빌리고 싶어 해.	4:23	4	23
김씨네편의점_season01_07.xlsx	Great. You've come to the right place.	좋아. 제대로 왔네.	4:27	4	27
김씨네편의점_season01_07.xlsx	-Hey, everything okay? -All right, be honest with me.	-잘 지냈어? -솔직하게 말해 봐.	4:31	4	31
김씨네편의점_season01_07.xlsx	Did I look like a complete idiot out there?	내가 거기서 완전 바보처럼 보였어?	4:34	4	34
김씨네편의점_season01_07.xlsx	No. You couldn't look like an idiot if you tried.	아니. 노력해도 바보처럼 보일 수 없어.	4:36	4	36
김씨네편의점_season01_07.xlsx	-Seems like I was trying pretty hard. -What'd I miss?	-꽤 열심히 노력하는 것 같네. -뭐 놓쳤어?	4:38	4	38
김씨네편의점_season01_07.xlsx	-Grace Lee. -No.	-그레이스 리. -아니.	4:40	4	40
김씨네편의점_season01_07.xlsx	-Yeah. -She's here in the office?	-그래. -그녀가 사무실에 있어?	4:42	4	42
김씨네편의점_season01_07.xlsx	An ex-girlfriend?	전 여자친구?	4:44	4	44
김씨네편의점_season01_07.xlsx	Jung's high school number one hunny bun-bun.	정의 고등학교 시절 1번 꿀벌.	4:46	4	46
김씨네편의점_season01_07.xlsx	So you dated. (CHUCKLES) Who didn't?	그래서 사귀었네. (웃음) 안 사귄 사람이 누굴까?	4:50	4	50
김씨네편의점_season01_07.xlsx	-I wouldn't say as much dating as... -Kimch!	-내가 그렇게까지 사귀었다고 말할 순 없지만... -김치!	4:53	4	53
김씨네편의점_season01_07.xlsx	I was just gonna say it was mostly sex.	그냥 섹스 위주였을 뿐이야.	4:56	4	56
김씨네편의점_season01_07.xlsx	-Okay. -Okay.	-알았어. -알았어.	4:58	4	58
김씨네편의점_season01_07.xlsx	Let's keep things professional here.	여기서 좀 프로페셔널하게 행동하자.	5:00	5	00
김씨네편의점_season01_07.xlsx	I know how hard it can be to run into someone at the workplace	직장에서 누군가를 마주치는 게 얼마나 힘든지 알아.	5:02	5	02
김씨네편의점_season01_07.xlsx	-that you have feelings for... -Well...	-좋아하는 사람이... -음...	5:05	5	05
김씨네편의점_season01_07.xlsx	Or did. Or still do?	했거나, 아직 하거나?	5:07	5	07
김씨네편의점_season01_07.xlsx	Hey, why's she here? I thought she hated you.	왜 여기 있지? 네가 싫다고 했잖아.	5:09	5	09
김씨네편의점_season01_07.xlsx	I think my umma's still trying to get us back together.	엄마가 아직 우리 둘을 다시 만나게 하려고 하는 것 같아.	5:12	5	12
김씨네편의점_season01_07.xlsx	That explains why your umma called asking what time you were working today.	오늘 몇 시에 일하는지 물어보느라 엄마가 전화한 이유가 설명되네.	5:15	5	15
김씨네편의점_season01_07.xlsx	-Why didn't you tell me? -Dude, I'm not your secretary.	-내게 말 안 했잖아. -야, 내가 네 비서야?	5:17	5	17
김씨네편의점_season01_07.xlsx	-I should talk to her. -Well, there are other options,	-엄마한테 얘기해야겠어. -글쎄, 다른 방법도 있고,	5:21	5	21
김씨네편의점_season01_07.xlsx	but who am I to stand in the way of love? (CHUCKLES)	하지만 내가 사랑의 길에 방해될 사람은 아니지. (웃음)	5:23	5	23
김씨네편의점_season01_07.xlsx	-Excuse me. -Yeah, of course.	-실례합니다. -네, 물론입니다.	5:27	5	27
김씨네편의점_season01_07.xlsx	-Enter the Dragon. -Once Upon a Time in China: Part Two.	-용쟁호의. -중국 무술 액션 영화 2.	5:39	5	39
김씨네편의점_season01_07.xlsx	-Kung Fu Hustle. -Dragon Lord.	-강호동. -용사.	5:41	5	41
김씨네편의점_season01_07.xlsx	-Crouching Tiger, Hidden Dragon. -Ip Man.	-무협의 왕. -엽문.	5:44	5	44
김씨네편의점_season01_07.xlsx	-Five Deadly Venom! -Five Deadly what? 	-오강! -오강이 뭐요?	5:46	5	46
김씨네편의점_season01_07.xlsx	-You don't know Five Deadly Venom? -I know it.	-오강을 몰라요? -알아요.	5:49	5	49
김씨네편의점_season01_07.xlsx	Best kung fu movie ever.	지금까지 본 최고의 무술 영화.	5:52	5	52
김씨네편의점_season01_07.xlsx	See, I told you.	봤지, 내가 그랬다고.	5:53	5	53
김씨네편의점_season01_07.xlsx	Mr. Chin, this is Gerald.	친 씨, 소개합니다. 제럴드.	5:55	5	55
김씨네편의점_season01_07.xlsx	Gerald, you have great taste.	제럴드, 당신의 취향이 아주 좋네요.	5:57	5	57
김씨네편의점_season01_07.xlsx	-Thank you. -(LAUGHS)	-감사합니다. -(웃음)	6:00	6	00
김씨네편의점_season01_07.xlsx	So, what is Hapkido Toronto?	그래서, Hapkido Toronto는 뭐예요?	6:01	6	01
김씨네편의점_season01_07.xlsx	Gerald and I thought it'd be fun to take a Hapkido class.	제럴드랑 저는 Hapkido 수업을 듣는 게 재미있을 것 같다고 생각했어요.	6:06	6	06
김씨네편의점_season01_07.xlsx	We got a discount through school. It's pretty cool.	학교를 통해 할인을 받았어요. 꽤 멋지네요.	6:09	6	09
김씨네편의점_season01_07.xlsx	-Fun? -Yeah.	-재미있어요? -네.	6:12	6	12
김씨네편의점_season01_07.xlsx	-Discount? -Mmm-hmm.	-할인이요? -응.	6:13	6	13
김씨네편의점_season01_07.xlsx	Cool? Aeeshcham.	멋있어? 에에쉬 참.	6:14	6	14
김씨네편의점_season01_07.xlsx	Hapkido is a serious, Janet.	Hapkido는 진지한 거에요, 재닛.	6:17	6	17
김씨네편의점_season01_07.xlsx	-Seriously? -Yeah, seriously.	-진지해요? -네, 진지해요.	6:19	6	19
김씨네편의점_season01_07.xlsx	No, Appa, are you being serious?	아빠, 진지하게 말하는 거예요?	6:21	6	21
김씨네편의점_season01_07.xlsx	Yeah, this is my serious face.	응, 이게 내 진지한 표정이야.	6:22	6	22
김씨네편의점_season01_07.xlsx	-It's pretty serious. -That's your serious face?	-꽤 진지해 보이네. -그게 네 진지한 표정이야?	6:24	6	24
김씨네편의점_season01_07.xlsx	-Yah, what you talking? -I'm talking about serious things, Appa.	-야, 무슨 소리 하고 있어? -아빠한테 진지한 얘기를 하고 있잖아.	6:26	6	26
김씨네편의점_season01_07.xlsx	-Yeah, me too! -All right then! I'm glad we got that sorted out.	-나도! -그래! 그걸 해결해서 다행이다.	6:28	6	28
김씨네편의점_season01_07.xlsx	Stop! (SIGHS)	그만! (한숨)	6:30	6	30
김씨네편의점_season01_07.xlsx	Okay, okay, you don't have to beg to me.	알았어, 알았어, 굳이 애원할 필요 없어.	6:33	6	33
김씨네편의점_season01_07.xlsx	I will teach to you Hapkido.	내가 너한테 합기도를 가르쳐줄게.	6:37	6	37
김씨네편의점_season01_07.xlsx	I've asked you, like, 100 times about Hapkido	합기도에 대해 100번이나 물어봤잖아	6:38	6	38
김씨네편의점_season01_07.xlsx	and you always said no because I was a girl.	근데 나는 여자애니까 안 된다고 했잖아.	6:41	6	41
김씨네편의점_season01_07.xlsx	And now that another man is teaching me, you're jealous?	그런데 다른 남자가 가르쳐주니까 질투하는 거야?	6:44	6	44
김씨네편의점_season01_07.xlsx	-So jealous. -I'm not jealous.	-질투나. -나는 질투 안 해.	6:46	6	46
김씨네편의점_season01_07.xlsx	When you is girl, you is too fat,	네가 여자애일 때는, 너무 뚱뚱해서	6:49	6	49
김씨네편의점_season01_07.xlsx	can't even bend arm.	팔도 굽히지 못했잖아.	6:51	6	51
김씨네편의점_season01_07.xlsx	-Now you is ready to learn. -Whatever. We're fine.	-이제 배울 준비가 됐나 보네. -됐어. 우리는 괜찮아.	6:54	6	54
김씨네편의점_season01_07.xlsx	We like our Hapkido teacher.	우리는 우리 합기도 선생님이 좋아.	6:57	6	57
김씨네편의점_season01_07.xlsx	Who is you Hapkido teacher?	네 합기도 선생님은 누구?	6:58	6	58
김씨네편의점_season01_07.xlsx	-His name is... -I think he's like an art teacher.	-이름은... -선생님이 예술 선생님 같은 분인 것 같아.	7:00	7	00
김씨네편의점_season01_07.xlsx	You art teacher pimping Korea?	네 예술 선생님이 한국에서 호스티스 운영하는 거야?	7:02	7	02
김씨네편의점_season01_07.xlsx	-Uh... -No, no, no, can't having like that.	-어... -아니, 아니, 아니, 그런 식으로는 안 돼.	7:04	7	04
김씨네편의점_season01_07.xlsx	Only Korean can teach a Korean Hapkido.	한국인만이 한국 합기도를 가르칠 수 있어.	7:07	7	07
김씨네편의점_season01_07.xlsx	-Show us what you learn. -Okay.	-뭘 배웠는지 보여줘. -그래.	7:10	7	10
김씨네편의점_season01_07.xlsx	Uh, so, this is a wrist lock.	음, 이건 손목 잠금이야.	7:12	7	12
김씨네편의점_season01_07.xlsx	Grab me here and then I just do...	여기 잡고 그럼 내가...	7:15	7	15
김씨네편의점_season01_07.xlsx	-(LAUGHING) -Girl, that is so painful!	-(웃음) -세상에, 너무 아파!	7:19	7	19
김씨네편의점_season01_07.xlsx	I'm so sorry, I didn't mean to hurt you.	정말 미안해, 너를 다치게 하려는 뜻은 아니었어.	7:22	7	22
김씨네편의점_season01_07.xlsx	You have to be careful, Janet.	조심해야 해, 재닛.	7:24	7	24
김씨네편의점_season01_07.xlsx	I'm getting older and weaker just like your father here.	나도 네 아버지처럼 나이가 들어 약해지고 있어.	7:26	7	26
김씨네편의점_season01_07.xlsx	What you talking?	뭐라는 거야?	7:28	7	28
김씨네편의점_season01_07.xlsx	Uh, Gerald, try something on me.	음, 제럴드, 나한테 뭐 해 봐.	7:31	7	31
김씨네편의점_season01_07.xlsx	Oh, no, it's okay, Mr. Kim,	아니야, 괜찮아, 김 선생님.	7:34	7	34
김씨네편의점_season01_07.xlsx	I think I'm might purchase one of these	이런 것들 중 하나를 구매할까 생각 중이야.	7:36	7	36
김씨네편의점_season01_07.xlsx	freezers... -Okay.	냉장고... -알았어.	7:39	7	39
김씨네편의점_season01_07.xlsx	I'm come attack you slowly.	천천히 너를 공격할 거야.	7:40	7	40
김씨네편의점_season01_07.xlsx	You better doing some Hapkido or you gonna get hurt.	합기도 좀 하거나 다칠 거야.	7:42	7	42
김씨네편의점_season01_07.xlsx	-Please. -I'm attack with a left hand. Huh?	-제발. -왼손으로 공격할 거야. 어?	7:45	7	45
김씨네편의점_season01_07.xlsx	Here I come Gerald. Oh, so slow.	제럴드, 내가 간다. 어, 너무 느려.	7:47	7	47
김씨네편의점_season01_07.xlsx	What I do, Hapkido save me please.	내가 뭘 하든, 합기도가 날 구해 줘.	7:50	7	50
김씨네편의점_season01_07.xlsx	Okay, Mr. Kim!	알았어, 김 선생님!	7:51	7	51
김씨네편의점_season01_07.xlsx	-Are you okay? -I just got the wind knocked out of me	-괜찮아? -숨이 날아갔어.	7:58	7	58
김씨네편의점_season01_07.xlsx	through this new hole in my back.	등에 새 구멍 때문에.	8:02	8	02
김씨네편의점_season01_07.xlsx	Hey.	야.	8:04	8	04
김씨네편의점_season01_07.xlsx	Hey.	야.	8:06	8	06
김씨네편의점_season01_07.xlsx	So that was weird. Back there.	그건 좀 이상했어. 저기.	8:09	8	09
김씨네편의점_season01_07.xlsx	Yeah, it was. But whatever.	응, 이상했지. 하지만 어쩔 수 없지.	8:10	8	10
김씨네편의점_season01_07.xlsx	Listen, I just wanted to say sorry.	들어봐, 미안하다고 말하고 싶었어.	8:13	8	13
김씨네편의점_season01_07.xlsx	About what happened in high school.	고등학교 때 무슨 일이 있었던 것에 대해.	8:17	8	17
김씨네편의점_season01_07.xlsx	What happened in high school?	고등학교 때 무슨 일이 있었어?	8:19	8	19
김씨네편의점_season01_07.xlsx	The thing I did to make you hate me.	널 싫어하게 만든 내가 했던 일.	8:21	8	21
김씨네편의점_season01_07.xlsx	You're gonna have to be a bit more specific than that.	그것보다 좀 더 구체적으로 말해야 할 것 같은데.	8:24	8	24
김씨네편의점_season01_07.xlsx	I remember, uh, going to your house for a family dinner.	음, 네 집에 가족 식사하러 간 게 기억나.	8:27	8	27
김씨네편의점_season01_07.xlsx	I think I had a little vodka before I showed up.	가서 술 조금 마신 것 같아.	8:32	8	32
김씨네편의점_season01_07.xlsx	More than a little.	술을 조금 넘게 마셨지.	8:34	8	34
김씨네편의점_season01_07.xlsx	-I remember punching a tree... -That was my uncle.	-나무를 때린 게 기억나... -그건 우리 삼촌이야.	8:35	8	35
김씨네편의점_season01_07.xlsx	-I also remember throwing up on a tree. -Also my uncle.	-나무에 토를 한 것도 기억나. -나도 우리 삼촌이야.	8:38	8	38
김씨네편의점_season01_07.xlsx	You really don't remember that?	정말 그걸 기억 안 나?	8:40	8	40
김씨네편의점_season01_07.xlsx	I know I was a bit of an idiot.	내가 좀 바보였던 것 같아.	8:42	8	42
김씨네편의점_season01_07.xlsx	Yeah, you were.	응, 그랬어.	8:44	8	44
김씨네편의점_season01_07.xlsx	So, you pretty busy while you're here?	여기 있는 동안 좀 바빠?	8:47	8	47
김씨네편의점_season01_07.xlsx	Lots of meetings.	회의가 많아.	8:49	8	49
김씨네편의점_season01_07.xlsx	So you're all booked up?	시간이 다 찼어?	8:51	8	51
김씨네편의점_season01_07.xlsx	You know, if you're gonna ask me out, you better hurry up,	만약에 나랑 데이트 신청할 거면 서둘러야 해,	8:54	8	54
김씨네편의점_season01_07.xlsx	-'cause I charge by the hour. -(LAUGHS)	-시간당 계산하는데. -(웃음)	8:56	8	56
김씨네편의점_season01_07.xlsx	That didn't sound good. I meant charge you,	잘못 말했어. 너한테 계산하는 거였어,	8:59	8	59
김씨네편의점_season01_07.xlsx	'cause I'm a lawyer and not a sex stripper...	-변호사라서 성인 댄서가 아니니까...	9:02	9	02
김씨네편의점_season01_07.xlsx	Will you go to dinner with me tonight?	오늘 저녁에 저랑 같이 저녁 먹을래요?	9:03	9	03
김씨네편의점_season01_07.xlsx	Yes.	네.	9:08	9	08
김씨네편의점_season01_07.xlsx	Why don't you give me a call when you finish all your meetings.	모든 회의를 마치면 전화 주세요.	9:12	9	12
김씨네편의점_season01_07.xlsx	I'll have one of my many assistants call you.	내 많은 조수 중 한 명이 전화할 거예요.	9:16	9	16
김씨네편의점_season01_07.xlsx	Wait, I didn't check the car for dents!	잠깐만, 차에 흠집이 있는지 확인도 안 했어!	9:27	9	27
김씨네편의점_season01_07.xlsx	Don't worry, Terence. I won't tell Shannon.	걱정 마, Terence. Shannon한테 말 안 할게.	9:29	9	29
김씨네편의점_season01_07.xlsx	I better tell Shannon.	Shannon한테 말해야겠어.	9:32	9	32
김씨네편의점_season01_07.xlsx	Appa, what's your problem?	아빠, 왜 그래?	9:35	9	35
김씨네편의점_season01_07.xlsx	MR. CHIN: Holy shit, Mr. Kim!	MR. CHIN: 맙소사, Mr. Kim!	9:38	9	38
김씨네편의점_season01_07.xlsx	You is Bruce Lee and Jet Li all rolled up into one plump Korean.	당신은 브루스 리와 이연걸을 합쳐놓은 통통한 한국인이야.	9:40	9	40
김씨네편의점_season01_07.xlsx	-Gerald, you okay? -Yeah, I'm all right.	-Gerald, 괜찮아? -응, 괜찮아.	9:43	9	43
김씨네편의점_season01_07.xlsx	You centre of gravity is too high.	당신의 무게 중심이 너무 높아.	9:45	9	45
김씨네편의점_season01_07.xlsx	Have to bend knee.	무릎을 굽혀야 해.	9:47	9	47
김씨네편의점_season01_07.xlsx	Feet is where power come from. Like a tree.	힘은 발에서 나오는 거야. 나무처럼.	9:49	9	49
김씨네편의점_season01_07.xlsx	Deep root. Big fruit. You understand?	깊은 뿌리. 큰 열매. 이해해요?	9:52	9	52
김씨네편의점_season01_07.xlsx	-Not really. -Why you doing like this?	-잘 모르겠어요. -왜 이렇게 행동해요?	9:56	9	56
김씨네편의점_season01_07.xlsx	That's how I was taught.	그렇게 배웠어요.	9:59	9	59
김씨네편의점_season01_07.xlsx	No, you have to do like this way.	아니, 이렇게 해야 해요.	10:01	10	01
김씨네편의점_season01_07.xlsx	-(GROANS) -Yeah, it's better techniques.	- (신음) -네, 더 좋은 기술이에요.	10:02	10	02
김씨네편의점_season01_07.xlsx	-You feel that? -Yeah. Yeah.	-그 느낌 받아? -응, 응.	10:05	10	05
김씨네편의점_season01_07.xlsx	-Argh! -That's how you supposed to be feeling.	-아악! -그렇게 느껴야 해요.	10:06	10	06
김씨네편의점_season01_07.xlsx	Appa, stop. You're showing off.	아빠, 그만해요. 자랑하고 있어요.	10:08	10	08
김씨네편의점_season01_07.xlsx	-I'm not showing off... -It does work better.	-자랑하는 거 아니야... -그래도 더 효과적이긴 해.	10:09	10	09
김씨네편의점_season01_07.xlsx	That's the way our teacher teaches it	우리 선생님께서 그렇게 가르쳐서, 우리도 그렇게 배워야 해요.	10:12	10	12
김씨네편의점_season01_07.xlsx	so that's how we're gonna learn it.	나는 TTC처럼, 더 좋은 방법을 택할 거예요.	10:14	10	14
김씨네편의점_season01_07.xlsx	I am like a TTC, the better way.	그들의 선생님과 합기도 결투를 해서 누가 더 뛰어난 무술을 가지고 있는지 증명해야 해요.	10:15	10	15
김씨네편의점_season01_07.xlsx	You should challenge their teacher to a Hapkido duel	그는 거버드를 때우느라 너무 바빠요.	10:18	10	18
김씨네편의점_season01_07.xlsx	to prove whose fighting technique is superior.	단순히 친선 경기일 뿐이에요.	10:21	10	21
김씨네편의점_season01_07.xlsx	He's too busy beating up Gerald.	당신의 선생님은 저에게서 많은 것을 배울 수 있을 거예요.	10:24	10	24
김씨네편의점_season01_07.xlsx	Just a friendly contest.	그는 당신에게 완전히 잘못 가르치고 있어요.	10:25	10	25
